TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
fc2dfeea,fdf7ffef,145cb962,03430d3a,88e0d3c6,8c965018,da2526d5,1d304840,c3864d90,284080f2,280c1630,00000000,00000000
0c19ffff,ffdfffff,2e417a23,c748994a,38c28529,8dab3c68,e1b3cc03,9a148859,53a610a2,0e6c7203,ec0da530,00000000,00000000
60a2326a,0d001423,fedffbff,ffff2430,60a107cc,86344461,13ca0d28,2c4d1aa3,06469f42,9839a2a4,501f301c,00000000,00000000
c0634506,a2407cc1,a4001c30,bafdffdb,f7ef242c,c1210609,912e8439,30e51209,24785971,6a0c1130,68896344,00000000,00000000
0c96382c,80d3a24c,11002400,ffffffff,ffff1034,c901688c,944260c9,d468901f,2e68f914,67942252,5ca121a5,00000000,00000000
8a1b1061,1942890f,113470ba,11e55019,2c00ffff,ffffffff,5084a1f3,a20c1930,5d011204,cf064474,d1920750,00000000,00000000
07426902,92c91497,3e1c4234,2889931e,9d01c4a5,8aa03412,fbffffff,ffff3e80,aa12a248,0b3084b9,52230598,00000000,00000000
40711193,c84c2136,90d9f3e6,918a343c,d99264c8,88506511,62058600,3c2dff6f,f57fb5ff,36489341,c4c7132e,00000000,00000000
249132a4,4716164c,c1c181c9,1e244c58,d1a8cc10,3828c142,46091f00,4400ffff,ffffffff,5cb4f0b4,244e0c52,00000000,00000000
d90a31c2,c8183090,b0634211,0f3858aa,25a64719,4a8c9102,4951a840,8cea0308,0da94c29,fcfffff7,5fff1a68,00000000,00000000
9ac3850b,8b16949a,43255014,2654c9a4,278c990c,60d18244,431c2c50,c983844b,9a2064a8,542597ff,ffffffff,00000000,00000000
1e609182,c804123c,1d306108,511b4a35,39d36a4d,8e3044b9,82820b19,3e4179e4,86482d22,487163a0,5c2c365f,00000000,00000000
ffff9fff,246051b2,83ca1424,18b912a7,cf193c84,f1938244,11249099,41e24da2,484ca1a2,aa8c9f00,6428ef9f,00000000,00000000
fffdffdf,1890c933,26151c50,40d151c6,461b2a24,c9042651,182c286a,32a60420,26708863,2188922e,80e06c22,00000000,00000000
befffdff,ffff2068,d9a6c643,98441848,a3874b09,3a6031a2,85112852,38c131a3,cb114820,69926310,203658c9,00000000,00000000
b360741e,f7ffffef,ffff3078,d1a4058c,1c3e810a,42888d19,4264e254,e9502054,3c488342,03a21651,0173048c,00000000,00000000
943690f2,12874000,7c2ed2bc,ffffb7ff,2cb0c8a1,84081a1a,a4e2348a,8e9d3671,10d2c812,193e4c39,43634f12,00000000,00000000
2a84c1a2,c70d8000,0426bf74,ffffffff,3430ca33,0313863e,80317406,03932444,b9b282cf,25526cc1,01a54c89,00000000,00000000
3a389933,87881e24,68e00c25,bdffff7f,ffff2e4c,5123264f,9e3a4839,51248d1b,30acfa94,86080912,4459c3ea,00000000,00000000
4d0d1c2c,a9f4a84c,a7266892,93c0141b,ffffffff,dfff2264,a113864b,30305099,3346c511,3068f1d1,84cc9f3e,00000000,00000000
55514283,0c241a64,b9c2280d,97527859,83884300,1c1effff,fffbbfff,0e385933,4b541528,5060c348,050a2438,00000000,00000000
71046750,21466162,13a6080a,0e20b923,25c80e2e,68719448,00002423,fdfeffff,7fff1819,0963a583,a8248119,00000000,00000000
32038c99,5064f0f3,454e992a,88394222,0c982424,c9824509,182634d9,84002c04,fffffffb,ffff0e78,80628910,00000000,00000000
123ead3a,d4c44d16,468901a2,a34e9626,5ce9e304,83aa3a44,69b3274a,26466d1a,02e48800,3423dfff,ffbfafff,00000000,00000000
2e246a43,c6089822,20890368,46b06268,e253c610,0a346c89,e3690b86,2864f184,440e2964,a48a9000,3c21bd77,00000000,00000000
ffffffff,4860d0c3,24939d0c,4c50a2c5,0aa82498,ea42c68c,933c5091,80e4c595,2e58d913,65cd152c,19217000,00000000,00000000
4418f6ff,ffffffff,3660a1a2,22511b34,8cb94221,d5ab2665,61e26552,1a367111,c3678a9a,42544a33,240c1a42,00000000,00000000
5cd98502,40004c20,ff7bffdf,ffbf1684,a8d282c9,993c559a,42461021,3a7d2a74,07cf9d52,88f9646a,8da52e70,00000000,00000000
f942a3c8,125a4cd1,c000541b,fffdffff,ffff2820,a0642784,1a604902,50e752a1,6478c113,05918b36,39825268,00000000,00000000
d31e4028,d1a469d5,a1387d11,c2a54900,5c256fff,ffffdbff,1c884882,4a07a620,4cd09147,0ca53845,520286cd,00000000,00000000
19405899,61688e9a,40950112,e5839a54,40d9c000,6426fff3,fbff7fff,4274c1e1,06c30d12,5cc30224,d4a0483c,00000000,00000000
8144eb46,1c344918,e2a98793,2c4d0113,44d4243e,70e1a000,6c28cfff,ffff3ffb,22603112,a48a1220,18598185,00000000,00000000
0ea12061,1112088f,972a74d0,a303cb07,16748174,078da74e,78f8742b,fbf9ffde,afff2a24,c97201ca,8c2450e1,00000000,00000000
1286d019,2a5ca071,e64b9832,3ca86267,841c3480,39d448d1,14227c00,ffffffff,ffff366d,0962ca88,8b145cf1,00000000,00000000
83464810,446d4223,87481220,54ba9384,4c20301c,a1010412,913054a1,7227491e,0419ff1f,ffffffff,32245104,00000000,00000000
26ca0934,307193c7,859f288c,d2412694,15365caa,c268458e,22450184,030d9836,6cd9a460,0c1effff,ffffff5f,00000000,00000000
1a60da08,6688960e,2070a0c5,859814ad,02246a8c,a0246539,93499191,0c4861e1,658da234,30c982e6,0000141e,00000000,00000000
fffbffbf,ffff2e65,0943040b,98427510,92c64a9d,64814224,e5909114,2461e346,d120487c,da02464d,97328c91,00000000,00000000
83458000,1c21fbfc,fddfffff,281d0110,c64a130c,48d913a5,ce1b2024,c1b20804,143268c1,83468f87,24550182,00000000,00000000
46881d46,80c0242a,5dfffff7,dfff3069,00a0c68d,993480a1,1207c71a,3675b244,e40baa42,a0da0345,0d113880,00000000,00000000
61446853,1f2a44c8,2c23d4fa,ffffffdf,5eac3082,61c50b0e,45194287,ce0d5269,11510251,a8507c61,52c78721,00000000,00000000
304cd064,288b212c,3425ed7b,efffff7f,4c40b0e3,0293991c,44512265,470d385c,f940e549,182a44ea,02284a96,00000000,00000000
3418f9c1,03101936,ac003c26,3fffffff,fffa2c2c,d163c54c,a43e3ce1,516504a0,3444a213,08509638,5849830b,00000000,00000000
088b1678,3192a808,983864c9,80004429,f4ebffff,ffff3ca4,49e0c60b,103a4949,94270e99,3a2c8a15,050d1a40,00000000,00000000
48399446,0c193455,0882e207,222c8940,4c2deefd,fffff6fd,20704973,24c79136,749911e9,108c3289,221505ca,00000000,00000000
a8307522,0227c910,30611a24,828a2122,30005416,ff7fffff,ffff284c,38e161d0,1b2a8070,92058710,184cd153,00000000,00000000
a8491d30,604101a7,cc112458,81e52448,a62a50a1,7301cc80,5c22faf9,ffffddff,466cb921,e34b963c,98b8a389,00000000,00000000
cd152e81,18a3870b,19308931,b2c68b10,3c683213,45930b36,8c006430,fd6afdf4,ffff2e7c,42428503,91447839,00000000,00000000
e3e6c9a3,3a60c273,a6840840,34c18407,c6a12088,99f307d0,00006c1c,f7ffffff,dfff4460,b0c30894,90303caa,00000000,00000000
014888a1,3ab90a13,664d9144,34588347,d4a73664,a212c8d3,99343d21,e5660000,7420bfff,ffffdfff,405069d3,00000000,00000000
040d1d40,489993e3,0c183a7d,5243880b,9f344c59,8306c623,4438c1f3,ca101a38,99098528,00007c23,fb7fffff,00000000,00000000
f7ff26ac,6281470c,191e3051,82e70ea1,4064a2a3,254f313e,7c49e40a,c68d381c,49f4298c,a0366922,6400042d,00000000,00000000
c3dbfffd,efff2e1c,38f2e289,90284cfa,03c54e88,4284e1b3,a44c9a3c,3ca8a229,090a2c4c,e2044711,13000c21,00000000,00000000
ffbfbff7,ffff1ea1,2141e883,9328a4f2,22489312,3e64ea03,e7cfa534,28f981a3,57132e68,c2634789,212a2cf2,00000000,00000000
b580142b,77fbffff,72ff3864,3881c707,971a6c48,c1a78814,125cc093,64111536,80b88325,898c2e2c,b13344c7,00000000,00000000
97321c18,dffeffff,ffff3861,0193424d,a03e6c91,b406942a,30614a03,eac99a30,8919f307,cd8a1640,c1b3c80a,00000000,00000000
1c52d121,e4cb0000,2400ffff,ffffffff,1260a8f2,cbd01a20,3c590366,86923a78,8201a68d,27406078,d448558f,00000000,00000000
48346935,84ce1b18,94c2b403,88232c26,f1edffff,f7ff0c84,ea528248,211e44fa,0404d79d,40a96943,6a12a02e,00000000,00000000
a90923a1,d2133289,31e265d0,8c34a400,3420bdfe,ffffdfff,145c39a3,4446923e,74b22507,541858d1,32140706,00000000,00000000
982058c0,b307cd19,267441b2,2845aa58,88d1b000,3c24ffff,fff75fff,3e690923,24831032,5cd951a5,4c8a3424,00000000,00000000
f9c38248,95245868,62018c89,24552152,638f1022,64689400,442474ff,fffef7ff,1e489a11,e64e2332,7890d485,00000000,00000000
11a85050,d193a249,1e287cd1,f1655107,3c848952,0a51293c,64004c1b,ffffffff,ffbf3270,9893418a,101ea499,00000000,00000000
